image_name,x1,x2,y1,y2
1474723840903DSC08089.png,161.50798,617.1200399999999,115.50873,453.95249
1473231475010DeeplearnS11276.png,196.60353,653.71803,59.630244999999995,407.135145
JPEG_20161205_135307_1000155917326.png,172.50302,671.95849,27.472944000000002,411.705424
JPEG_20160711_123440_1000518778437.png,212.95862000000002,647.9705200000001,60.311946999999996,436.657197
JPEG_20160803_115329_100034020722.png,186.31900000000002,662.2908299999999,77.95021,436.8767099999999
147444974116511473239803010-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-2.png,218.41817000000003,640.59279,82.78364599999999,409.550216
JPEG_20160622_110649_1000527459853.png,183.97261,645.5898300000001,43.737567999999996,413.87786800000003
JPEG_20160823_120737_1000784898268.png,217.42203999999998,628.1035400000001,86.30776999999999,417.40552
1480965956645IMG_3094.png,196.31708,659.6303800000001,66.0936,425.95197
14732348976417a565e40d545452688130062b267a2d2.png,197.04666,626.66516,116.97084,437.14704
1474723374370DSC07852.png,180.08235,646.6273500000001,66.11887,420.84937
JPEG_20160820_111118_100011668802.png,195.32428000000002,658.0893800000001,39.305842999999996,425.389793
JPEG_20160706_105226_100087855419.png,227.23462,661.40674,65.26214,414.46502
JPEG_20160621_155839_100073846506.png,169.76724,625.05496,34.932990000000004,412.04209000000003
1480940089861_R2A1904.png,204.99783,639.43957,15.821895999999999,445.21825599999994
1474637513144DSC06780.png,99.11586,653.99926,88.54953,441.05917
JPEG_20161123_170015_1000183903221.png,232.61047000000002,645.58639,58.651188,421.930148
JPEG_20161205_152655_1000319785884.png,186.75008,662.13811,95.83279,428.30636
14806550588121473324459p2-500x500.png,172.50302,671.95849,27.472944000000002,411.705424
JPEG_20160913_110021_1000554801748.png,212.57448,648.03765,60.25322,437.21322
JPEG_20161028_113656_1000884495593.png,212.95862000000002,647.9705200000001,60.311946999999996,436.657197
1480485006674IMG_20161129_181135.png,258.9464,648.3571999999999,123.79868,470.09983
1468666217374JPEG_20160712_164026_1000951901481.png,141.72838000000002,655.67198,79.83759,423.60443999999995
1475159286472DSC08150.png,213.45796,663.98956,10.253124,439.280024
1473662770499DeeplearnS11593.png,123.58582,671.03089,127.2976,426.9898
JPEG_20161121_172423_1000451802749.png,219.48608,741.7947800000001,24.06898,449.22958
JPEG_20160711_112635_1000386061474.png,215.72147,737.24287,38.30705,453.73631
JPEG_20161125_170806_1000294132098.png,206.82652,726.52537,36.665955,454.393155
1473664771684DeeplearnS11641.png,208.05374,695.10989,23.46143,384.86219
JPEG_20161125_142000_1000881308475.png,210.46962000000002,726.7969499999999,49.270706,458.25187600000004
JPEG_20161118_130619_1000234318180.png,209.85692999999998,738.3621800000001,38.884937,456.146637
JPEG_20161126_173920_1000722732321.png,217.49773,725.6915799999999,49.051159999999996,458.90891999999997
1480965914378IMG_3091.png,207.36505,679.68615,119.94545,466.06612
JPEG_20161028_113801_1000834228994.png,105.286896,632.4672959999999,10.857907,424.550537
JPEG_20160527_132045_1000754722948.png,126.66469,678.63643,122.11246000000001,419.91656
1474630500639DSC08168.png,205.80827,734.23117,67.15118000000001,478.18640000000005
1480604337122_R2A5871.png,200.08636,734.64093,42.25033,455.93731
JPEG_20160526_131015_1000774672877.png,228.12177999999997,750.3768799999999,56.722347,468.489197
JPEG_20161124_133820_1000408773191.png,96.776634,644.158334,6.527701,445.335801
JPEG_20161202_175058_1000981167934.png,144.63422,671.13617,36.758354,441.65407400000004
JPEG_20160628_125830_1000217908431.png,243.08093,750.3218999999999,35.117878000000005,436.680898
JPEG_20160820_160507_1000249071692.png,221.34427000000002,746.44117,40.37468,450.1057
JPEG_20160805_183420_1000172602371.png,251.35124,735.59538,31.890584999999998,411.55778499999997
